service_id,customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
326,4983-CLMLV,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
327,5701-YVSVF,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
328,5804-LEPIM,Yes,No,Fiber optic,No,No,No,No,No,No
329,5697-GOMBF,No,No phone service,DSL,No,No,No,No,Yes,No
330,2739-CACDQ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
331,9385-EHGDO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
332,9498-FIMXL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
333,2379-GYFLQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
334,0122-OAHPZ,Yes,Yes,Fiber optic,No,No,No,No,No,No
335,2868-SNELZ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
336,4322-RCYMT,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes
337,6680-NENYN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
338,2088-IEBAU,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
339,7982-VCELR,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
340,1343-EHPYB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
341,6035-BXTTY,Yes,No,DSL,No,Yes,No,Yes,No,No
342,6885-PKOAM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
343,7520-HQWJU,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
344,9639-BUJXT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
345,5924-SNGKP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
346,0021-IKXGC,Yes,Yes,Fiber optic,No,No,No,No,No,No
347,2034-GDRCN,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
348,8966-SNIZF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
349,6243-OZGFH,No,No phone service,DSL,No,No,No,No,Yes,Yes
350,4654-DLAMQ,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
351,0513-RBGPE,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
352,5160-UXJED,Yes,No,DSL,No,No,No,No,No,No
353,4115-NZRKS,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
354,0219-YTZUE,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
355,0623-IIHUG,No,No phone service,DSL,Yes,No,No,No,Yes,No
356,4572-DVCGN,Yes,No,Fiber optic,No,No,No,No,No,Yes
357,3351-NGXYI,Yes,Yes,DSL,Yes,No,No,No,No,No
358,8984-EYLLL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
359,9057-MSWCO,No,No phone service,DSL,Yes,No,No,No,No,No
360,9833-TGFHX,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
361,9294-TDIPC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
362,5229-DTFYB,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
363,0104-PPXDV,Yes,No,DSL,No,No,Yes,No,No,No
364,5176-LMJXE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
365,3583-KRKMD,Yes,No,Fiber optic,No,No,No,Yes,No,No
366,1010-DIAUQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
367,9069-LGEUL,Yes,No,DSL,Yes,No,No,No,No,Yes
368,7302-ZHMHP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
369,9571-EDEBV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
370,3520-FJGCV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
371,6563-VRERX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
372,0259-GBZSH,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
373,6122-EFVKN,No,No phone service,DSL,Yes,No,No,Yes,No,No
374,2805-EDJPQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
375,6862-CQUMB,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
376,7156-MXBJE,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
377,6158-HDPXZ,No,No phone service,DSL,No,No,No,No,No,No
378,9601-BRXPO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
379,2863-IMQDR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
380,5686-CMAWK,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
381,5651-CRHKQ,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
382,6905-NIQIN,Yes,No,DSL,No,Yes,No,No,No,No
383,8204-YJCLA,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
384,5167-ZFFMM,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
385,6583-SZVGP,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
386,4895-TMWIR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
387,0533-BNWKF,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
388,1708-PBBOA,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
389,8782-LKFPK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
390,5522-JBWMO,Yes,No,DSL,No,No,No,No,No,No
391,3597-MVHJT,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
392,9774-NRNAU,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
393,0224-RLWWD,Yes,No,DSL,No,No,No,No,No,No
394,9967-ATRFS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
395,3951-NJCVI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
396,2977-CEBSX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
397,0177-PXBAT,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
398,6599-CEBNN,Yes,No,Fiber optic,No,Yes,No,No,No,No
400,5876-QMYLD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
401,2277-AXSDC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
402,9442-JTWDL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
403,0979-PHULV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
404,3067-SVMTC,Yes,No,DSL,Yes,No,No,Yes,No,No
405,5495-GPSRW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
406,7606-BPHHN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
407,4742-DRORA,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
408,0111-KLBQG,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
409,4800-VHZKI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
410,7989-CHGTL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
411,0334-GDDSO,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
412,4163-NCJAK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
413,5233-AOZUF,Yes,Yes,Fiber optic,No,No,No,No,No,No
414,5973-EJGDP,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
415,1996-DBMUS,Yes,No,Fiber optic,No,No,No,No,No,No
416,7916-VCCPB,Yes,No,Fiber optic,No,Yes,No,No,No,No
417,4686-GEFRM,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
418,5249-QYHEX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
419,0578-SKVMF,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
420,5564-NEMQO,Yes,No,Fiber optic,No,No,Yes,No,No,No
421,2233-FAGXV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
422,5605-IYGFG,Yes,No,Fiber optic,No,No,No,No,No,No
423,7663-ZTEGJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
424,3935-TBRZZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
425,8111-BKVDS,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
426,2055-SIFSS,Yes,Yes,DSL,No,No,No,No,No,No
427,2806-MLNTI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
428,8734-DKSTZ,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
429,4360-PNRQB,Yes,Yes,Fiber optic,No,No,No,No,No,No
430,6152-ONASV,Yes,Yes,DSL,Yes,No,No,Yes,No,No
431,9063-ZGTUY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
432,7781-HVGMK,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
433,2181-UAESM,Yes,No,DSL,Yes,No,Yes,No,No,No
434,2957-LOLHO,Yes,No,DSL,No,No,No,No,No,No
435,6048-NJXHX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
436,2320-SLKMB,No,No phone service,DSL,No,No,Yes,Yes,Yes,No
437,4980-URKXC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
438,4376-KFVRS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
439,5886-VLQVU,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
440,3577-AMVUX,Yes,No,DSL,No,No,Yes,Yes,No,No
441,0771-WLCLA,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
442,5628-RKIFK,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
443,0206-TBWLC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
444,2937-FTHUR,Yes,Yes,DSL,Yes,No,No,No,No,Yes
445,1910-FMXJM,Yes,No,Fiber optic,No,No,No,No,No,Yes
446,7752-XUSCI,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
447,4110-PFEUZ,Yes,No,Fiber optic,No,No,No,No,No,No
448,0732-OCQOC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
449,5168-MSWXT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
450,1090-ESELR,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
451,8592-PLTMQ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
452,5760-WRAHC,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
453,8847-GEOOQ,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
454,0256-LTHVJ,Yes,No,Fiber optic,No,No,No,No,No,Yes
455,4785-FCIFB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
456,8313-NDOIA,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
457,5149-CUZUJ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
458,0942-KOWSM,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
459,4237-CLSMM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
460,1452-VOQCH,Yes,Yes,Fiber optic,No,No,No,No,No,No
461,4719-UMSIY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
462,6614-VBEGU,Yes,No,DSL,No,Yes,No,No,Yes,Yes
463,0880-TKATG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
464,3811-VBYBZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
465,1480-BKXGA,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
466,2996-XAUVF,No,No phone service,DSL,No,No,No,Yes,No,Yes
467,9076-AXYIK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
468,5968-XQIVE,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
469,8896-RAZCR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
470,4640-UHDOS,Yes,No,DSL,No,No,No,No,No,Yes
471,4933-IKULF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
472,3583-EKAPL,Yes,No,DSL,No,No,No,No,No,Yes
473,1304-BCCFO,Yes,No,DSL,No,No,Yes,No,Yes,Yes
474,4104-PVRPS,Yes,No,DSL,Yes,No,No,Yes,No,No
475,9399-APLBT,Yes,No,Fiber optic,No,Yes,No,No,No,No
476,2359-KMGLI,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
477,3780-DDGSE,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes
478,4431-EDMIQ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
479,0306-JAELE,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
480,6227-HWPWX,Yes,No,Fiber optic,No,No,No,No,No,No
481,0486-LGCCH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
482,0447-BEMNG,No,No phone service,DSL,Yes,No,Yes,No,No,Yes
483,4612-SSVHJ,Yes,No,Fiber optic,No,No,No,No,No,Yes
484,5168-MQQCA,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
485,5949-XIKAE,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
486,7971-HLVXI,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
487,9094-AZPHK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
488,3649-JPUGY,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
489,4472-LVYGI,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No
490,8372-JUXUI,Yes,Yes,Fiber optic,No,No,No,No,No,No
491,3552-CTCYF,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
492,6778-YSNIH,Yes,No,DSL,No,Yes,No,No,Yes,No
493,0388-EOPEX,Yes,No,Fiber optic,Yes,No,No,No,No,No
494,5756-OZRIO,Yes,Yes,DSL,No,Yes,No,No,No,Yes
495,6579-JPICP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
496,8205-OTCHB,No,No phone service,DSL,No,Yes,Yes,No,No,Yes
497,4134-BSXLX,Yes,No,DSL,Yes,Yes,No,Yes,No,No
498,0505-SPOOW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
499,6235-VDHOM,No,No phone service,DSL,No,Yes,No,No,No,No
500,7783-YKGDV,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
501,4374-YMUSQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
502,4513-CXYIX,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
503,3957-HHLMR,Yes,Yes,DSL,Yes,No,No,No,No,Yes
504,7803-XOCCZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
505,5736-YEJAX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
506,5609-CEBID,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
507,8981-FJGLA,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
508,7218-HKQFK,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
509,4636-QRJKY,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
510,1135-LMECX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
511,4332-MUOEZ,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes
512,8535-SFUTN,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
513,5956-VKDTT,Yes,Yes,Fiber optic,No,No,No,No,No,No
514,8677-HDZEE,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
515,2475-MROZF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
516,9412-GHEEC,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
517,3482-ABPKK,Yes,No,DSL,Yes,No,No,Yes,No,No
518,6705-LXORM,Yes,No,Fiber optic,No,No,No,No,No,No
519,0257-ZESQC,Yes,No,Fiber optic,Yes,No,No,No,No,No
520,7531-GQHME,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
521,5174-ITUMV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
522,4109-CYRBD,Yes,Yes,DSL,No,No,No,No,No,No
523,0913-XWSCN,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
524,6825-UYPFK,Yes,Yes,Fiber optic,No,No,No,No,No,No
525,8397-MVTAZ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
526,0750-EBAIU,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No
527,8606-CIQUL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
528,3571-DPYUH,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
529,7601-GNDYK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
530,0356-OBMAC,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
531,8067-NIOYM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
532,1403-GYAFU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
533,4234-XTNEA,Yes,No,Fiber optic,No,No,No,No,Yes,No
534,1297-VQDRP,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
535,9282-IZGQK,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
536,5348-CAGXB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
537,0621-HJWXJ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
538,5844-QVTAT,Yes,No,DSL,Yes,Yes,Yes,No,No,No
539,8905-IAZPF,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
540,5394-MEITZ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
541,6859-QNXIQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
542,2782-LFZVW,Yes,Yes,DSL,No,No,No,No,No,Yes
543,2866-IKBTM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
544,1342-JPNKI,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
545,2817-NTQDO,No,No phone service,DSL,Yes,No,No,Yes,Yes,No
546,7129-AZJDE,Yes,No,Fiber optic,No,No,No,No,No,Yes
547,6986-IJDHX,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
548,2560-PPCHE,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
549,4676-MQUEA,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
550,8138-EALND,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
551,3580-HYCSP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
552,1352-HNSAW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
553,2075-PUEPR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
708,7596-ZYWBB,Yes,No,DSL,Yes,Yes,No,Yes,No,No
554,1982-FEBTD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
555,5301-GAUUY,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
556,5791-KAJFD,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes
557,2654-VBVPB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
558,1154-HYWWO,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
559,2501-XWWTZ,Yes,No,Fiber optic,No,No,No,No,No,No
560,3716-UVSPD,Yes,No,DSL,No,No,No,Yes,No,No
561,6815-ABQFQ,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
562,7343-EOBEU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
563,3701-SFMUH,Yes,No,DSL,Yes,No,No,No,Yes,Yes
564,6103-LIANB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
565,7319-VENRZ,Yes,No,DSL,No,No,Yes,Yes,Yes,No
566,5846-NEQVZ,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
567,6967-QIQRV,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
568,5781-RFZRP,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
569,0939-YAPAF,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
570,0308-IVGOK,No,No phone service,DSL,No,Yes,Yes,Yes,No,No
571,7293-LSCDV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
572,7025-WCBNE,Yes,Yes,DSL,No,Yes,No,Yes,No,No
573,5756-JYOJT,Yes,No,DSL,No,No,Yes,Yes,No,Yes
574,4710-FDUIZ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
575,6030-REHUX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
576,9548-LIGTA,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
577,5150-LJNSR,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
578,8270-RKSAP,Yes,No,Fiber optic,No,No,No,No,No,No
579,6522-YRBXD,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
580,2640-LYMOV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
581,1218-VKFPE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
582,3627-FHKBK,Yes,No,Fiber optic,Yes,No,No,No,No,No
583,2865-TCHJW,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
584,1423-BMPBQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
585,2393-DIVAI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
586,5192-EBGOV,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
587,4568-KNYWR,Yes,No,DSL,Yes,Yes,No,No,Yes,No
588,8752-IMQOS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
589,0742-LAFQK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
590,0795-LAFGP,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
591,0619-OLYUR,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
592,5512-IDZEI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
593,0459-SPZHJ,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
594,0215-BQKGS,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No
595,9244-ZVAPM,Yes,No,DSL,No,No,No,No,No,No
596,0719-SYFRB,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
597,8208-EUMTE,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
598,5172-MIGPM,Yes,Yes,DSL,No,No,No,Yes,No,Yes
599,1710-RCXUS,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
600,0374-FIUCA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
601,5839-SUYVZ,Yes,No,Fiber optic,No,No,No,Yes,No,No
602,5173-ZXXXL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
603,1096-ADRUX,Yes,Yes,Fiber optic,No,No,No,No,No,No
604,2001-MCUUW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
605,2731-GJRDG,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
606,4723-BEGSG,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
607,6516-NKQBO,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
608,8672-OAUPW,Yes,No,DSL,No,No,No,Yes,No,No
609,8207-DMRVL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
610,3419-SNJJD,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
611,6543-CPZMK,No,No phone service,DSL,No,Yes,No,No,No,No
612,4765-OXPPD,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
613,2804-ETQDK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
614,6689-VRRTK,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
615,7138-GIRSH,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes
616,9396-ZSFLL,Yes,Yes,DSL,No,No,No,No,No,No
617,6464-KEXXH,No,No phone service,DSL,No,No,No,No,No,No
618,7134-MJPDY,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
619,5240-CAOYT,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
620,4059-IIEBK,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
621,4881-JVQOD,No,No phone service,DSL,No,No,No,No,No,Yes
622,0516-UXRMT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
623,4851-BQDNX,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
624,5148-HKFIR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
625,1009-IRMNA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
626,3003-CMDUU,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
627,5016-IBERQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
628,6797-UCJHZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
629,2469-DTSGX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
630,4554-YGZIH,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
631,5099-BAILX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
632,9931-KGHOA,Yes,Yes,DSL,Yes,No,No,No,No,No
633,1775-KWJKQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
634,7665-VIGUD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
635,9411-TPQQV,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes
