contract_id,customer_id,contract_type,paperless_billing,payment_method
7525,0447-BEMNG,Month-to-month,Yes,Bank transfer (automatic)
7526,4612-SSVHJ,Month-to-month,Yes,Electronic check
7527,5168-MQQCA,One year,Yes,Bank transfer (automatic)
7528,5949-XIKAE,Month-to-month,Yes,Electronic check
7529,7971-HLVXI,Two year,Yes,Credit card (automatic)
7530,9094-AZPHK,Month-to-month,Yes,Electronic check
7531,3649-JPUGY,Two year,Yes,Bank transfer (automatic)
7532,4472-LVYGI,Two year,Yes,Bank transfer (automatic)
7533,8372-JUXUI,Month-to-month,Yes,Electronic check
7534,3552-CTCYF,Two year,Yes,Bank transfer (automatic)
7535,6778-YSNIH,Month-to-month,Yes,Electronic check
7536,0388-EOPEX,Month-to-month,Yes,Electronic check
7537,5756-OZRIO,One year,No,Bank transfer (automatic)
7538,6579-JPICP,Month-to-month,No,Mailed check
7539,8205-OTCHB,One year,Yes,Bank transfer (automatic)
7540,4134-BSXLX,Month-to-month,No,Mailed check
7541,0505-SPOOW,Two year,No,Bank transfer (automatic)
7542,6235-VDHOM,Month-to-month,No,Electronic check
7543,7783-YKGDV,Month-to-month,Yes,Bank transfer (automatic)
7544,4374-YMUSQ,One year,No,Credit card (automatic)
7545,4513-CXYIX,Two year,Yes,Credit card (automatic)
7546,3957-HHLMR,One year,No,Bank transfer (automatic)
7547,7803-XOCCZ,Month-to-month,Yes,Bank transfer (automatic)
7548,5736-YEJAX,Two year,Yes,Credit card (automatic)
7549,5609-CEBID,Month-to-month,Yes,Electronic check
7550,8981-FJGLA,Month-to-month,Yes,Mailed check
7551,7218-HKQFK,Month-to-month,Yes,Electronic check
7552,4636-QRJKY,Month-to-month,Yes,Electronic check
7553,1135-LMECX,Month-to-month,No,Mailed check
7554,4332-MUOEZ,One year,No,Credit card (automatic)
7555,8535-SFUTN,Month-to-month,Yes,Electronic check
7556,5956-VKDTT,Month-to-month,Yes,Electronic check
7557,8677-HDZEE,Month-to-month,Yes,Bank transfer (automatic)
7558,2475-MROZF,Month-to-month,Yes,Credit card (automatic)
7559,9412-GHEEC,Month-to-month,No,Bank transfer (automatic)
7560,3482-ABPKK,One year,No,Mailed check
7561,6705-LXORM,Month-to-month,No,Electronic check
7562,0257-ZESQC,Month-to-month,Yes,Bank transfer (automatic)
7563,7531-GQHME,Month-to-month,No,Credit card (automatic)
7564,5174-ITUMV,One year,Yes,Electronic check
7565,4109-CYRBD,Month-to-month,Yes,Electronic check
7566,0913-XWSCN,Month-to-month,No,Bank transfer (automatic)
7567,6825-UYPFK,Month-to-month,No,Bank transfer (automatic)
7568,8397-MVTAZ,Month-to-month,Yes,Electronic check
7569,0750-EBAIU,One year,No,Electronic check
7570,8606-CIQUL,Two year,Yes,Credit card (automatic)
7571,3571-DPYUH,One year,Yes,Credit card (automatic)
7572,7601-GNDYK,Two year,No,Mailed check
7573,0356-OBMAC,Two year,Yes,Bank transfer (automatic)
7574,8067-NIOYM,Two year,Yes,Credit card (automatic)
7575,1403-GYAFU,Two year,No,Credit card (automatic)
7576,4234-XTNEA,Month-to-month,Yes,Electronic check
7577,1297-VQDRP,One year,Yes,Credit card (automatic)
7578,9282-IZGQK,Month-to-month,Yes,Electronic check
7579,5348-CAGXB,Month-to-month,Yes,Electronic check
7580,0621-HJWXJ,Month-to-month,Yes,Bank transfer (automatic)
7581,5844-QVTAT,One year,Yes,Mailed check
7582,8905-IAZPF,One year,Yes,Credit card (automatic)
7583,5394-MEITZ,Two year,Yes,Bank transfer (automatic)
7584,6859-QNXIQ,Two year,Yes,Bank transfer (automatic)
7585,2782-LFZVW,Month-to-month,Yes,Mailed check
7586,2866-IKBTM,Month-to-month,No,Mailed check
7587,1342-JPNKI,Month-to-month,Yes,Bank transfer (automatic)
7588,2817-NTQDO,Month-to-month,Yes,Credit card (automatic)
7589,7129-AZJDE,One year,Yes,Bank transfer (automatic)
7590,6986-IJDHX,Month-to-month,Yes,Mailed check
7591,2560-PPCHE,One year,Yes,Bank transfer (automatic)
7592,4676-MQUEA,One year,Yes,Bank transfer (automatic)
7593,8138-EALND,Month-to-month,No,Mailed check
7594,3580-HYCSP,Two year,Yes,Bank transfer (automatic)
7595,1352-HNSAW,Two year,Yes,Bank transfer (automatic)
7596,2075-PUEPR,Two year,No,Bank transfer (automatic)
7597,1982-FEBTD,Two year,Yes,Credit card (automatic)
7598,5301-GAUUY,Month-to-month,Yes,Bank transfer (automatic)
7599,5791-KAJFD,One year,Yes,Bank transfer (automatic)
7600,2654-VBVPB,Month-to-month,No,Bank transfer (automatic)
7601,1154-HYWWO,One year,No,Mailed check
7602,2501-XWWTZ,Month-to-month,No,Electronic check
7603,3716-UVSPD,Month-to-month,Yes,Electronic check
7604,6815-ABQFQ,One year,Yes,Electronic check
7605,7343-EOBEU,Month-to-month,Yes,Mailed check
7606,3701-SFMUH,Month-to-month,No,Credit card (automatic)
7607,6103-LIANB,Two year,Yes,Credit card (automatic)
7608,7319-VENRZ,Month-to-month,No,Bank transfer (automatic)
7609,5846-NEQVZ,Two year,Yes,Credit card (automatic)
7610,6967-QIQRV,One year,No,Electronic check
7611,5781-RFZRP,Two year,No,Credit card (automatic)
7612,0939-YAPAF,Month-to-month,Yes,Electronic check
7613,0308-IVGOK,One year,Yes,Credit card (automatic)
7614,7293-LSCDV,Two year,Yes,Credit card (automatic)
7615,7025-WCBNE,Two year,No,Bank transfer (automatic)
7616,5756-JYOJT,One year,No,Credit card (automatic)
7617,4710-FDUIZ,One year,No,Credit card (automatic)
7618,6030-REHUX,Month-to-month,Yes,Electronic check
7619,9548-LIGTA,Two year,Yes,Mailed check
7620,5150-LJNSR,One year,No,Bank transfer (automatic)
7621,8270-RKSAP,Month-to-month,Yes,Electronic check
7622,6522-YRBXD,Month-to-month,Yes,Electronic check
7623,2640-LYMOV,Month-to-month,Yes,Mailed check
7624,1218-VKFPE,Month-to-month,No,Mailed check
7625,3627-FHKBK,Month-to-month,No,Mailed check
7626,2865-TCHJW,Month-to-month,Yes,Electronic check
7627,1423-BMPBQ,Month-to-month,Yes,Mailed check
7628,2393-DIVAI,Month-to-month,Yes,Mailed check
7629,5192-EBGOV,Month-to-month,Yes,Electronic check
7630,4568-KNYWR,Two year,Yes,Credit card (automatic)
7631,8752-IMQOS,One year,No,Mailed check
7632,0742-LAFQK,Two year,Yes,Electronic check
7633,0795-LAFGP,Two year,No,Electronic check
7634,0619-OLYUR,Two year,Yes,Credit card (automatic)
7635,5512-IDZEI,One year,No,Electronic check
7636,0459-SPZHJ,Two year,No,Credit card (automatic)
7637,0215-BQKGS,Month-to-month,Yes,Credit card (automatic)
7638,9244-ZVAPM,Month-to-month,No,Mailed check
7639,0719-SYFRB,Month-to-month,Yes,Mailed check
7640,8208-EUMTE,Two year,No,Mailed check
7641,5172-MIGPM,Month-to-month,No,Mailed check
7642,1710-RCXUS,One year,Yes,Credit card (automatic)
7643,0374-FIUCA,Two year,Yes,Credit card (automatic)
7644,5839-SUYVZ,Month-to-month,Yes,Credit card (automatic)
7645,5173-ZXXXL,One year,No,Mailed check
7646,1096-ADRUX,One year,Yes,Bank transfer (automatic)
7647,2001-MCUUW,Two year,No,Electronic check
7648,2731-GJRDG,One year,Yes,Bank transfer (automatic)
7649,4723-BEGSG,Two year,No,Credit card (automatic)
7650,6516-NKQBO,Two year,No,Credit card (automatic)
7651,8672-OAUPW,One year,No,Credit card (automatic)
7652,8207-DMRVL,Two year,No,Bank transfer (automatic)
7653,3419-SNJJD,Month-to-month,No,Bank transfer (automatic)
7654,6543-CPZMK,Month-to-month,Yes,Electronic check
7655,4765-OXPPD,Month-to-month,No,Mailed check
7656,2804-ETQDK,Two year,No,Mailed check
7657,6689-VRRTK,One year,Yes,Credit card (automatic)
7658,7138-GIRSH,Two year,No,Bank transfer (automatic)
7659,9396-ZSFLL,Month-to-month,No,Mailed check
7660,6464-KEXXH,Month-to-month,Yes,Credit card (automatic)
7661,7134-MJPDY,One year,Yes,Credit card (automatic)
7662,5240-CAOYT,Month-to-month,Yes,Bank transfer (automatic)
7663,4059-IIEBK,Month-to-month,Yes,Bank transfer (automatic)
7664,4881-JVQOD,Month-to-month,Yes,Bank transfer (automatic)
7665,0516-UXRMT,One year,Yes,Electronic check
7666,4851-BQDNX,One year,Yes,Electronic check
7667,5148-HKFIR,Two year,No,Mailed check
7668,1009-IRMNA,Month-to-month,No,Bank transfer (automatic)
7669,3003-CMDUU,Month-to-month,Yes,Electronic check
7670,5016-IBERQ,Month-to-month,No,Electronic check
7671,6797-UCJHZ,One year,No,Credit card (automatic)
7672,2469-DTSGX,Two year,No,Electronic check
7673,4554-YGZIH,Month-to-month,No,Credit card (automatic)
7674,5099-BAILX,Month-to-month,Yes,Bank transfer (automatic)
7675,9931-KGHOA,Month-to-month,No,Bank transfer (automatic)
7676,1775-KWJKQ,Two year,No,Credit card (automatic)
7677,7665-VIGUD,One year,No,Mailed check
7678,9411-TPQQV,One year,Yes,Bank transfer (automatic)
7679,7207-RMRDB,Month-to-month,Yes,Electronic check
7680,7954-MLBUN,Two year,No,Bank transfer (automatic)
7681,2077-DDHJK,Two year,No,Credit card (automatic)
7682,4913-EHYUI,One year,Yes,Bank transfer (automatic)
7683,0195-IESCP,Month-to-month,Yes,Electronic check
7684,9574-BOSMD,Two year,No,Bank transfer (automatic)
7685,4580-TMHJU,Month-to-month,No,Electronic check
7686,0970-ETWGE,Month-to-month,Yes,Electronic check
7687,4908-XAXAY,One year,Yes,Bank transfer (automatic)
7688,8404-VLQFB,Month-to-month,Yes,Electronic check
7689,1626-ERCMM,Month-to-month,Yes,Electronic check
7690,0887-HJGAR,Month-to-month,Yes,Mailed check
7691,2391-IPLOP,One year,Yes,Electronic check
7692,5644-PDMZC,Month-to-month,No,Electronic check
7693,3509-GWQGF,Month-to-month,No,Credit card (automatic)
7694,9576-ANLXO,Month-to-month,Yes,Bank transfer (automatic)
7695,2024-BASKD,Month-to-month,Yes,Mailed check
7696,5845-BZZIB,Two year,No,Mailed check
7697,1140-UKVZG,Month-to-month,No,Mailed check
7698,4160-AMJTL,Month-to-month,No,Electronic check
7699,5183-SNMJQ,Month-to-month,Yes,Credit card (automatic)
7700,8100-PNJMH,Two year,Yes,Credit card (automatic)
7701,7838-LAZFO,One year,No,Bank transfer (automatic)
7702,4464-JCOLN,One year,No,Mailed check
7703,2085-JVGAD,Month-to-month,No,Bank transfer (automatic)
7704,5650-VDUDS,Month-to-month,Yes,Mailed check
7705,8095-WANWK,Month-to-month,No,Mailed check
7706,3030-ZKIWL,Month-to-month,No,Mailed check
7707,9565-FLVCG,Two year,Yes,Mailed check
7708,8755-OGKNA,Two year,No,Bank transfer (automatic)
7709,2800-VEQXM,Month-to-month,Yes,Mailed check
7710,7538-GWHML,Month-to-month,No,Electronic check
7711,5533-RJFTJ,Month-to-month,Yes,Bank transfer (automatic)
7712,3859-CVCET,Month-to-month,No,Mailed check
7713,0214-JHPFW,Two year,No,Bank transfer (automatic)
7714,7449-HVPIV,Month-to-month,Yes,Credit card (automatic)
7715,5642-MHDQT,One year,Yes,Bank transfer (automatic)
7716,3088-FVYWK,Two year,No,Credit card (automatic)
7717,3276-HDUEG,Month-to-month,Yes,Mailed check
7718,9092-GDZKO,Month-to-month,Yes,Credit card (automatic)
7719,0823-HSCDJ,Month-to-month,Yes,Electronic check
7720,3729-OWRVL,Two year,Yes,Electronic check
7721,2324-AALNO,One year,No,Bank transfer (automatic)
7722,0822-GAVAP,Month-to-month,Yes,Electronic check
7723,5760-IFJOZ,Month-to-month,No,Mailed check
7724,2826-UWHIS,Month-to-month,No,Bank transfer (automatic)
7725,1448-PWKYE,Month-to-month,No,Electronic check
7726,7501-IWUNG,Two year,Yes,Bank transfer (automatic)
7727,4957-TREIR,Month-to-month,Yes,Credit card (automatic)
7728,7251-LJBQN,One year,Yes,Credit card (automatic)
7729,8040-MNRTF,Month-to-month,No,Mailed check
7730,1536-HBSWP,Month-to-month,Yes,Electronic check
7731,5313-FPXWG,One year,Yes,Bank transfer (automatic)
7732,0067-DKWBL,Month-to-month,Yes,Electronic check
7733,0946-FKYTX,One year,No,Mailed check
10601,0895-LNKRC,One year,No,Mailed check
7734,5076-YVXCM,Month-to-month,No,Bank transfer (automatic)
7735,8262-COGGB,Month-to-month,Yes,Mailed check
7736,6663-JOCQO,One year,Yes,Bank transfer (automatic)
7737,9620-QJREV,One year,No,Credit card (automatic)
7738,2276-YDAVZ,Month-to-month,Yes,Credit card (automatic)
7739,2682-KEVRP,One year,Yes,Mailed check
7740,2480-JZOSN,Month-to-month,Yes,Mailed check
7741,0078-XZMHT,Two year,Yes,Bank transfer (automatic)
7742,5896-NPFWW,Month-to-month,Yes,Electronic check
7743,9978-HYCIN,One year,Yes,Bank transfer (automatic)
7744,8338-QIUNR,Two year,Yes,Credit card (automatic)
7745,1525-LNLOJ,Two year,Yes,Bank transfer (automatic)
7746,9450-TRJUU,Month-to-month,No,Electronic check
7747,1766-GKNMI,Month-to-month,Yes,Electronic check
7748,6942-LBFDP,Month-to-month,Yes,Mailed check
7749,1456-TWCGB,Month-to-month,No,Mailed check
7750,7133-VBDCG,Month-to-month,Yes,Bank transfer (automatic)
7751,7596-ZYWBB,Two year,Yes,Mailed check
7752,8329-UTMVM,One year,Yes,Bank transfer (automatic)
7753,3014-WJKSM,Month-to-month,Yes,Credit card (automatic)
7754,3347-YJZZE,Month-to-month,No,Credit card (automatic)
7755,1029-QFBEN,Month-to-month,No,Mailed check
7756,7929-DMBCV,Month-to-month,Yes,Mailed check
7757,9661-JALZV,Two year,Yes,Credit card (automatic)
7758,5433-KYGHE,Month-to-month,Yes,Mailed check
7759,4312-KFRXN,Two year,No,Mailed check
7760,5575-TPIZQ,Month-to-month,Yes,Credit card (automatic)
7761,0114-IGABW,Two year,No,Bank transfer (automatic)
7762,9944-AEXBM,Month-to-month,Yes,Bank transfer (automatic)
7763,1853-ARAAQ,Month-to-month,Yes,Credit card (automatic)
7764,6952-OMNWB,Month-to-month,Yes,Credit card (automatic)
7765,4697-LUPSU,One year,No,Mailed check
7766,8434-VGEQQ,Two year,No,Credit card (automatic)
7767,4952-YSOGZ,Month-to-month,Yes,Electronic check
7768,1589-AGTLK,Month-to-month,Yes,Electronic check
7769,5244-IRFIH,Month-to-month,Yes,Electronic check
7770,6549-YMFAW,Month-to-month,Yes,Mailed check
7771,4950-HKQTE,Two year,No,Mailed check
7772,6786-OBWQR,Month-to-month,Yes,Electronic check
7773,2684-EIWEO,Month-to-month,No,Credit card (automatic)
7774,2753-JMMCV,Two year,Yes,Credit card (automatic)
7775,6439-GTPCA,Month-to-month,Yes,Electronic check
7776,6621-YOBKI,Month-to-month,No,Mailed check
7777,1216-JWVUX,Month-to-month,Yes,Electronic check
7778,7564-GHCVB,Two year,No,Bank transfer (automatic)
7779,1173-NOEYG,Month-to-month,No,Bank transfer (automatic)
7780,7595-EHCDL,Month-to-month,No,Credit card (automatic)
7781,6647-ZEDXT,One year,No,Credit card (automatic)
7782,2521-NPUZR,Two year,No,Credit card (automatic)
7783,1307-TVUFB,Month-to-month,Yes,Bank transfer (automatic)
7784,7503-MIOGA,Two year,Yes,Bank transfer (automatic)
7785,4381-MHQDC,Two year,Yes,Mailed check
7786,6923-JHPMP,Month-to-month,Yes,Electronic check
7787,5138-WVKYJ,Month-to-month,No,Electronic check
7788,4018-PPNDW,Two year,Yes,Mailed check
7789,1635-FJFCC,Month-to-month,Yes,Credit card (automatic)
7790,2499-AJYUA,Two year,Yes,Credit card (automatic)
7791,6919-ELBGL,Two year,Yes,Bank transfer (automatic)
7792,3966-HRMZA,Month-to-month,No,Mailed check
7793,6425-JWTDV,Two year,No,Mailed check
7794,8405-IGQFX,One year,Yes,Credit card (automatic)
7795,8224-IVVPA,Month-to-month,Yes,Mailed check
7796,9477-LGWQI,Two year,Yes,Credit card (automatic)
7797,1410-RSCMR,Month-to-month,Yes,Credit card (automatic)
7798,3115-CZMZD,Two year,No,Mailed check
7799,0139-IVFJG,Month-to-month,No,Electronic check
7800,6683-VLCTZ,Month-to-month,Yes,Electronic check
7801,5730-DBDSI,Two year,No,Bank transfer (automatic)
7802,0030-FNXPP,Month-to-month,No,Mailed check
7803,2189-WWOEW,Month-to-month,Yes,Bank transfer (automatic)
7804,5684-FJVYR,Two year,Yes,Bank transfer (automatic)
7805,4013-GUXND,Month-to-month,No,Mailed check
7806,1894-IGFSG,Month-to-month,No,Electronic check
7807,7379-POKDZ,Month-to-month,Yes,Electronic check
7808,1266-NZYUI,Two year,No,Bank transfer (automatic)
7809,7969-FFOWG,Two year,No,Mailed check
7810,4718-DHSMV,Month-to-month,Yes,Mailed check
7811,5175-WLYXL,Month-to-month,Yes,Mailed check
7812,7817-OMJNA,One year,No,Bank transfer (automatic)
7813,8728-SKJLR,Month-to-month,Yes,Electronic check
7814,3137-NYQQI,One year,No,Mailed check
7815,7706-DZNKK,Month-to-month,Yes,Credit card (automatic)
7816,0236-HFWSV,Month-to-month,Yes,Electronic check
7817,3900-AQPHZ,Month-to-month,No,Mailed check
7818,5842-POCOP,Month-to-month,Yes,Mailed check
7819,2037-XJFUP,One year,Yes,Electronic check
7820,8823-RLPWL,Two year,Yes,Credit card (automatic)
7821,9505-SQFSW,Month-to-month,No,Mailed check
7822,7314-OXENN,Month-to-month,Yes,Electronic check
7823,3758-CKOQL,One year,Yes,Credit card (automatic)
7824,0322-CHQRU,Month-to-month,No,Electronic check
7825,5676-CFLYY,Two year,Yes,Credit card (automatic)
7826,7521-AFHAB,Month-to-month,No,Mailed check
7827,0285-INHLN,Month-to-month,Yes,Credit card (automatic)
7828,4678-DVQEO,Month-to-month,Yes,Electronic check
7829,5125-CNDSP,One year,Yes,Bank transfer (automatic)
7830,0691-IFBQW,One year,Yes,Electronic check
7831,4992-LTJNE,Two year,No,Bank transfer (automatic)
7832,2202-OUTMO,Month-to-month,Yes,Bank transfer (automatic)
7833,0810-BDHAW,One year,No,Electronic check
7834,0229-LFJAF,Two year,No,Bank transfer (automatic)
7835,7131-ZQZNK,Two year,No,Credit card (automatic)
7836,3442-ZHHCC,One year,Yes,Credit card (automatic)
7837,5726-CVNYA,Two year,Yes,Mailed check
7838,9871-ELEYA,Two year,No,Credit card (automatic)
7839,4257-GAESD,Month-to-month,No,Credit card (automatic)
7840,5173-WXOQV,Month-to-month,Yes,Mailed check
7841,2040-OBMLJ,One year,No,Credit card (automatic)
7842,6286-ZHAOK,Month-to-month,Yes,Bank transfer (automatic)
7843,3807-XHCJH,Month-to-month,No,Electronic check
7844,3009-JWMPU,One year,Yes,Electronic check
7845,5671-RQRLP,Two year,Yes,Credit card (automatic)
7846,1450-GALXR,Month-to-month,Yes,Electronic check
7847,8859-AXJZP,Two year,Yes,Mailed check
7848,3174-AKMAS,Two year,Yes,Credit card (automatic)
7849,3138-BKYAV,Month-to-month,Yes,Electronic check
7850,9926-PJHDQ,Two year,Yes,Bank transfer (automatic)
7851,7382-DFJTU,Month-to-month,No,Credit card (automatic)
7852,2798-NYLMZ,Two year,Yes,Credit card (automatic)
7853,4289-DTDKW,Month-to-month,Yes,Electronic check
7854,1820-TQVEV,Month-to-month,Yes,Electronic check
7855,2239-JALAW,One year,Yes,Bank transfer (automatic)
7856,4853-RULSV,Two year,Yes,Credit card (automatic)
7857,8098-TDCBU,Two year,No,Electronic check
7858,3551-GAEGL,One year,No,Bank transfer (automatic)
7859,4785-NKHCX,Month-to-month,No,Bank transfer (automatic)
7860,3196-NVXLZ,Month-to-month,Yes,Mailed check
7861,6275-YDUVO,Month-to-month,Yes,Mailed check
7862,0036-IHMOT,One year,Yes,Bank transfer (automatic)
7863,0115-TFERT,Month-to-month,Yes,Electronic check
7864,4178-EGMON,Two year,Yes,Credit card (automatic)
7865,4220-TINQT,Month-to-month,Yes,Electronic check
7866,5318-YKDPV,Two year,Yes,Credit card (automatic)
7867,7975-TZMLR,One year,Yes,Electronic check
7868,0295-QVKPB,Month-to-month,Yes,Credit card (automatic)
7869,4335-BSMJS,Two year,Yes,Credit card (automatic)
7870,2311-QYMUQ,Month-to-month,Yes,Credit card (automatic)
7871,3643-AHCFP,Month-to-month,Yes,Bank transfer (automatic)
7872,9146-JRIOX,Month-to-month,No,Mailed check
7873,3104-OWCGK,One year,No,Electronic check
7874,5337-IIWKZ,Month-to-month,Yes,Electronic check
7875,9101-BWFSS,One year,No,Electronic check
7876,9650-VBUOG,Two year,No,Credit card (automatic)
7877,3487-EARAT,One year,No,Credit card (automatic)
7878,2672-TGEFF,Month-to-month,Yes,Electronic check
7879,9231-ZJYAM,Month-to-month,Yes,Electronic check
7880,4250-WAROZ,Month-to-month,Yes,Electronic check
7881,8184-WMOFI,One year,No,Credit card (automatic)
7882,6982-SSHFK,Month-to-month,No,Mailed check
7883,6092-QZVPP,Month-to-month,Yes,Credit card (automatic)
7884,4625-LAMOB,Two year,No,Credit card (automatic)
7885,0727-BMPLR,One year,Yes,Electronic check
7886,0392-BZIUW,Two year,Yes,Credit card (automatic)
7887,1038-ZAGBI,One year,No,Bank transfer (automatic)
7888,6549-NNDYT,Month-to-month,Yes,Bank transfer (automatic)
7889,3027-ZTDHO,Month-to-month,Yes,Electronic check
7890,0422-OHQHQ,One year,No,Mailed check
7891,6916-HIJSE,Two year,Yes,Bank transfer (automatic)
7892,2316-ESMLS,One year,No,Credit card (automatic)
7893,9778-OGKQZ,Two year,Yes,Credit card (automatic)
7894,7408-OFWXJ,Two year,No,Credit card (automatic)
7895,6007-TCTST,Two year,Yes,Bank transfer (automatic)
7896,2252-NKNSI,Two year,Yes,Mailed check
7897,8713-IGZSO,Month-to-month,No,Mailed check
7898,7905-TVXTA,Month-to-month,Yes,Electronic check
7899,7695-PKLCZ,Two year,No,Credit card (automatic)
7900,2382-BCKQJ,One year,Yes,Electronic check
7901,8374-UULRV,Two year,No,Credit card (automatic)
7902,2207-NHRJK,Month-to-month,No,Electronic check
7903,3224-DFQNQ,One year,No,Electronic check
7904,5275-PMFUT,Two year,Yes,Credit card (automatic)
7905,4795-UXVCJ,One year,No,Credit card (automatic)
7906,9777-IQHWP,Two year,No,Bank transfer (automatic)
7907,0947-MUGVO,Month-to-month,Yes,Electronic check
7908,9944-HKVVB,Month-to-month,Yes,Electronic check
7909,4124-MMETB,Month-to-month,Yes,Credit card (automatic)
7910,3671-SHRSP,Month-to-month,Yes,Mailed check
7911,0979-MOZQI,Two year,Yes,Bank transfer (automatic)
